Unnamed: 0,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
15264,2022,Fr,sa,Fe,19.0,5.0,95.781,11.0,Finished,53.0,42.0,42.292,No rain,8.64,77,3.73,0.1,2
509,2024,Ba,ga,Al,20.0,18.0,94.805,0.0,+1 Lap,56.0,12.0,29.980,No rain,21.05,72,5.45,0.0,2
3410,2021,Qa,ra,,,,,,DNF,,30.0,25.633,No rain,20.97,72,3.43,0.0,2
10218,2022,Un,pe,,,,,,DNF,,14.0,23.403,Rain,17.84,85,3.09,0.0,1
15273,2022,Br,st,As,20.0,11.0,92.379,0.0,Finished,52.0,15.0,28.632,No rain,4.18,97,2.28,0.0,2
17239,2023,Ba,bo,Al,12.0,8.0,97.379,4.0,Finished,57.0,29.0,25.643,No rain,21.05,72,5.45,0.0,2
1533,2024,Sp,oc,Al,8.0,10.0,78.982,1.0,Finished,66.0,37.0,21.921,No rain,9.61,85,3.09,0.0,2
7100,2021,Qa,al,Al,3.0,3.0,86.682,15.0,Finished,57.0,23.0,25.991,No rain,20.97,72,3.43,0.0,1
14436,2022,Ja,le,Fe,2.0,3.0,104.489,15.0,Finished,28.0,7.0,25.899,No rain,7.84,72,6.85,0.0,2
10376,2023,Au,hu,,,,,,DNF,,2.0,16.778,No rain,-2.06,86,1.54,0.0,2
5714,2022,Un,la,Wi,17.0,17.0,103.485,0.0,Finished,56.0,5.0,25.321,Rain,17.84,85,3.09,0.0,2
12189,2022,Sp,ma,,,,,,DNF,,28.0,21.966,No rain,9.61,85,3.09,0.0,2
10441,2023,Si,pe,,,,,,DNF,,39.0,28.977,No rain,26.92,87,1.03,0.0,1
7277,2021,Ru,ts,Al,12.0,17.0,99.96,0.0,+1 Lap,52.0,13.0,30.112,No rain,-0.89,51,7.0,0.0,2
13460,2023,Ja,pi,Mc,2.0,3.0,96.328,15.0,Finished,53.0,13.0,24.455,No rain,7.84,72,6.85,0.0,1
6913,2022,Sp,al,Al,20.0,9.0,86.599,2.0,+1 Lap,65.0,10.0,22.375,No rain,9.61,85,3.09,0.0,2
5598,2023,Sa,ma,,,,,,DNF,,18.0,20.824,No rain,26.03,53,2.06,0.0,1
6817,2021,Br,ga,Al,11.0,11.0,90.266,0.0,Finished,52.0,2.0,34:27.244,No rain,4.18,97,2.28,0.0,1
14630,2023,Be,no,Mc,7.0,7.0,111.682,6.0,Finished,44.0,5.0,25.012,Rain,-1.91,100,2.57,0.0,2
5245,2023,Ca,ha,Me,3.0,3.0,75.396,15.0,Finished,70.0,12.0,24.339,No rain,-4.97,57,6.69,0.0,2
8889,2022,Az,al,Wi,17.0,12.0,107.966,0.0,+1 Lap,50.0,9.0,25.577,Rain,4.97,75,12.35,0.0,2
14634,2024,Ja,ke,,,,,,DNF,,1.0,26:24.630,No rain,7.84,72,6.85,0.0,1
8668,2023,Au,zh,Al,17.0,9.0,81.819,2.0,Finished,58.0,1.0,18.951,No rain,17.76,67,0.89,0.0,2
16955,2020,Ba,ru,Wi,14.0,12.0,95.042,0.0,+1 Lap,56.0,1.0,19:23.297,No rain,21.05,72,5.45,0.0,1
15447,2024,Hu,hu,,,,,,DNF,,29.0,22.472,No rain,1.26,70,3.09,0.0,2
932,2023,Hu,bo,Al,7.0,12.0,83.651,0.0,+1 Lap,69.0,9.0,22.114,No rain,1.26,70,3.09,0.0,2
8868,2020,Tu,ke,,,,,,DNF,,,,No rain,5.13,81,2.59,0.0,0
12706,2020,Br,le,Fe,4.0,3.0,89.813,15.0,Finished,52.0,13.0,29.520,No rain,4.18,97,2.28,0.0,1
4660,2023,Be,no,Mc,7.0,7.0,111.682,6.0,Finished,44.0,17.0,23.744,Rain,-1.91,100,2.57,0.0,2
6339,2022,Az,ma,,,,,,DNF,,18.0,21.468,Rain,4.97,75,12.35,0.0,2
936,2023,Sp,de,,,,,,DNF,,38.0,21.976,No rain,9.61,85,3.09,0.0,2
3484,2021,Qa,ra,,,,,,DNF,,10.0,26.174,No rain,20.97,72,3.43,0.0,2
12385,2019,Ge,ga,Re,4.0,14.0,77.495,0.0,DNF,61.0,3.0,29.667,No rain,0.22,86,0.0,0.0,1
12689,2021,Az,mi,,,,,,DNF,,44.0,21.587,Rain,4.97,75,12.35,0.0,3
14534,2021,Ru,ri,Mc,5.0,4.0,99.124,12.0,Finished,53.0,22.0,33.617,No rain,-0.89,51,7.0,0.0,2
993,2020,Ru,kv,Al,11.0,8.0,99.133,4.0,Finished,53.0,30.0,29.662,No rain,-0.89,51,7.0,0.0,1
3657,2024,Qa,sa,Fe,7.0,6.0,83.465,8.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
6831,2024,Mo,st,As,13.0,14.0,,0.0,+2 Laps,76.0,3.0,28.211,No rain,11.92,73,3.6,0.0,3
14518,2024,Mo,ha,Me,7.0,7.0,,7.0,Finished,78.0,1.0,39:35.369,No rain,11.92,73,3.6,0.0,2
1368,2024,Au,le,Fe,4.0,2.0,79.813,19.0,Finished,58.0,34.0,17.308,No rain,17.76,67,0.89,0.0,2
14922,2024,Sã,pi,Mc,8.0,8.0,81.532,4.0,Finished,69.0,27.0,26.050,No rain,21.25,86,4.63,0.0,2
8460,2020,Be,le,Fe,13.0,14.0,107.84,0.0,Finished,44.0,24.0,25.100,Rain,-1.91,100,2.57,0.0,2
8568,2022,Sa,al,Al,7.0,16.0,93.831,0.0,DNF,35.0,16.0,21.543,No rain,26.03,53,2.06,0.0,1
1547,2019,Ru,ru,Wi,17.0,17.0,101.705,0.0,DNF,27.0,27.0,29.857,No rain,-0.89,51,7.0,0.0,1
7770,2019,Fr,ve,Fe,7.0,5.0,92.74,11.0,Finished,53.0,51.0,30.468,No rain,8.64,77,3.73,0.1,2
2584,2022,Ab,ma,,,,,,DNF,,20.0,22.735,No rain,21.1,68,2.06,0.0,1
8122,2020,Ab,le,Fe,12.0,13.0,101.908,0.0,+1 Lap,54.0,22.0,22.178,No rain,21.1,68,2.06,0.0,1
11725,2022,Br,la,Wi,10.0,12.0,93.286,0.0,Finished,52.0,1.0,50:51.904,No rain,4.18,97,2.28,0.0,2
14532,2023,Hu,sa,Wi,20.0,18.0,83.496,0.0,DNF,67.0,34.0,22.197,No rain,1.26,70,3.09,0.0,2
8361,2019,Un,hu,,,,,,DNF,,27.0,24.245,Rain,17.84,85,3.09,0.0,2
16827,2021,St,ts,Al,11.0,10.0,69.65,1.0,+1 Lap,70.0,26.0,21.234,No rain,-2.06,86,1.54,0.0,1
13823,2022,Hu,pe,,,,,,DNF,,18.0,21.118,No rain,1.26,70,3.09,0.0,2
5478,2020,Au,la,Wi,20.0,11.0,69.662,0.0,Finished,71.0,51.0,21.918,No rain,-2.06,86,1.54,0.0,2
8213,2022,Ba,no,Mc,13.0,15.0,96.988,0.0,Finished,57.0,24.0,24.568,No rain,21.05,72,5.45,0.0,1
4032,2021,Az,ha,Me,2.0,15.0,104.769,0.0,Finished,51.0,47.0,15.432,Rain,4.97,75,12.35,0.0,2
353,2021,St,la,Wi,16.0,17.0,70.104,0.0,DNF,68.0,25.0,21.953,No rain,-2.06,86,1.54,0.0,2
12243,2023,Ja,al,Wi,13.0,16.0,99.185,0.0,DNF,26.0,1.0,50.143,No rain,7.84,72,6.85,0.0,2
17759,2020,Sa,kv,Al,6.0,7.0,,6.0,Finished,87.0,53.0,24.232,No rain,21.05,72,5.45,0.0,2
12301,2020,Br,ha,Me,1.0,1.0,89.238,25.0,Finished,52.0,13.0,28.805,No rain,4.18,97,2.28,0.0,1
5007,2024,Sã,oc,Al,4.0,2.0,81.771,18.0,Finished,69.0,32.0,23:28.695,No rain,21.25,86,4.63,0.0,1
4771,2023,Hu,al,As,8.0,9.0,82.745,2.0,Finished,70.0,43.0,24.152,No rain,1.26,70,3.09,0.0,2
1935,2023,Un,ma,,,,,,DNF,,16.0,23.756,Rain,17.84,85,3.09,0.0,2
803,2021,Fr,ma,,,,,,DNF,,32.0,30.123,No rain,8.64,77,3.73,0.1,2
13470,2019,Ch,gr,Ha,10.0,11.0,96.873,0.0,+1 Lap,55.0,35.0,23.520,No rain,2.99,75,4.0,0.0,2
9289,2022,Ab,ha,Me,5.0,18.0,89.788,0.0,DNF,55.0,18.0,21.270,No rain,21.1,68,2.06,0.0,1
17133,2023,Az,bo,Al,13.0,18.0,106.304,0.0,+1 Lap,50.0,12.0,22.354,Rain,4.97,75,12.35,0.0,3
16150,2022,Az,ru,Me,5.0,3.0,107.177,15.0,Finished,51.0,33.0,20.527,Rain,4.97,75,12.35,0.0,2
3447,2022,Ca,ga,Al,15.0,14.0,77.81,0.0,Finished,70.0,5.0,23.557,No rain,-4.97,57,6.69,0.0,2
17900,2019,Ba,sa,Mc,7.0,19.0,95.586,0.0,DNF,53.0,4.0,45.543,No rain,21.05,72,5.45,0.0,2
15919,2022,Fr,ve,As,12.0,11.0,99.044,0.0,Finished,53.0,19.0,36.671,No rain,8.64,77,3.73,0.1,1
11213,2020,Tu,ru,Wi,18.0,11.0,81.645,0.0,Finished,59.0,7.0,18.399,No rain,5.13,81,2.59,0.0,2
16686,2020,Ru,gr,Ha,16.0,17.0,99.614,0.0,+1 Lap,52.0,42.0,29.988,No rain,-0.89,51,7.0,0.0,2
8037,2024,Ba,oc,Al,19.0,17.0,96.226,0.0,+1 Lap,56.0,10.0,24.877,No rain,21.05,72,5.45,0.0,2
16492,2019,Ge,hu,,,,,,DNF,,15.0,20.118,No rain,0.22,86,0.0,0.0,2
3902,2024,Sp,pi,Mc,9.0,7.0,77.874,6.0,Finished,66.0,21.0,22.224,No rain,9.61,85,3.09,0.0,1
7286,2024,Du,le,Fe,6.0,3.0,74.58500000000001,15.0,Finished,72.0,24.0,20.841,No rain,1.59,88,3.6,0.0,1
11137,2020,Sa,bo,Me,1.0,8.0,,4.0,Finished,87.0,49.0,24.552,No rain,21.05,72,5.45,0.0,1
9123,2023,Au,no,Mc,4.0,4.0,68.739,12.0,Finished,71.0,14.0,21.290,No rain,-2.06,86,1.54,0.0,2
12618,2024,Be,ts,RB,20.0,16.0,107.969,0.0,Finished,44.0,15.0,23.452,Rain,-1.91,100,2.57,0.0,1
7794,2023,Sp,sa,Wi,20.0,20.0,79.247,0.0,+1 Lap,65.0,36.0,23.827,No rain,9.61,85,3.09,0.0,2
9893,2022,Ca,al,Al,2.0,9.0,76.578,2.0,Finished,70.0,49.0,25.139,No rain,-4.97,57,6.69,0.0,2
2918,2020,St,al,Re,6.0,4.0,67.299,12.0,Finished,71.0,35.0,21.505,No rain,-2.06,86,1.54,0.0,1
5199,2022,Du,mi,,,,,,DNF,,33.0,21.814,No rain,1.59,88,3.6,0.0,2
1722,2021,Un,ra,,,,,,DNF,,12.0,24.191,Rain,17.84,85,3.09,0.0,1
6388,2021,Ba,al,Al,9.0,19.0,96.063,0.0,DNF,32.0,11.0,24.373,No rain,21.05,72,5.45,0.0,2
13464,2021,Du,le,Fe,5.0,5.0,74.78,10.0,+1 Lap,71.0,34.0,19.490,No rain,1.59,88,3.6,0.0,1
1061,2019,Ch,pe,,,,,,DNF,,20.0,23.733,No rain,2.99,75,4.0,0.0,1
1373,2019,Hu,al,To,12.0,10.0,80.621,1.0,+1 Lap,69.0,28.0,23.676,No rain,1.26,70,3.09,0.0,1
12501,2023,It,oc,Al,18.0,19.0,86.963,0.0,DNF,39.0,24.0,24.249,Rain,5.0,87,0.45,1.0,1
6189,2020,Po,no,Mc,8.0,13.0,79.36,0.0,+1 Lap,65.0,18.0,34.807,No rain,10.33,88,1.9,0.0,2
7255,2020,Sa,sa,Mc,8.0,4.0,,12.0,Finished,87.0,55.0,24.853,No rain,21.05,72,5.45,0.0,2
7753,2021,Em,ve,As,0.0,15.0,79.074,0.0,DNF,61.0,20.0,31.184,Rain,4.34,96,2.91,1.33,3
5767,2021,Ab,le,Fe,7.0,10.0,88.43299999999999,1.0,Finished,58.0,35.0,21.173,No rain,21.1,68,2.06,0.0,2
14678,2021,Br,ve,As,8.0,19.0,93.059,0.0,DNF,40.0,18.0,28.145,No rain,4.18,97,2.28,0.0,2
8903,2024,Ch,hu,,,,,,DNF,,23.0,23.336,No rain,2.99,75,4.0,0.0,2
12361,2021,Un,ma,Ha,17.0,17.0,102.886,0.0,+2 Laps,54.0,24.0,24.611,Rain,17.84,85,3.09,0.0,2
15139,2020,Br,bo,Me,2.0,11.0,89.265,0.0,Finished,52.0,13.0,30.571,No rain,4.18,97,2.28,0.0,2
17049,2022,Au,al,Al,19.0,10.0,68.55799999999999,1.0,+1 Lap,70.0,27.0,21.552,No rain,-2.06,86,1.54,0.0,1
13314,2023,Ab,oc,Al,12.0,12.0,90.033,0.0,Finished,58.0,15.0,22.160,No rain,21.1,68,2.06,0.0,1
12648,2023,Sp,sa,Fe,2.0,5.0,78.40299999999999,10.0,Finished,66.0,15.0,22.321,No rain,9.61,85,3.09,0.0,1
11013,2023,Be,al,As,9.0,5.0,110.938,10.0,Finished,44.0,10.0,23.085,Rain,-1.91,100,2.57,0.0,1
13496,2019,Az,ri,Re,10.0,20.0,106.767,0.0,DNF,31.0,10.0,20.884,Rain,4.97,75,12.35,0.0,1
4328,2023,It,la,Al,12.0,11.0,85.842,0.0,Finished,51.0,33.0,24.281,Rain,5.0,87,0.45,1.0,2
16642,2024,Az,no,Mc,15.0,4.0,105.255,13.0,Finished,51.0,37.0,19.712,Rain,4.97,75,12.35,0.0,1
7991,2020,Po,no,Mc,8.0,13.0,79.36,0.0,+1 Lap,65.0,18.0,34.807,No rain,10.33,88,1.9,0.0,2
2291,2023,Au,sa,Wi,18.0,13.0,69.611,0.0,+1 Lap,70.0,2.0,17.337,No rain,-2.06,86,1.54,0.0,1
13468,2023,Mi,hu,,,,,,DNF,,33.0,23.120,No rain,22.99,64,8.23,0.0,1
13683,2024,Sã,sa,Fe,0.0,16.0,84.201,0.0,DNF,38.0,27.0,25.920,No rain,21.25,86,4.63,0.0,1
11966,2019,Me,ke,,,,,,DNF,,28.0,23.084,No rain,23.88,23,4.12,0.0,1
3603,2019,Si,hu,,,,,,DNF,,1.0,29.563,No rain,26.92,87,1.03,0.0,2
7712,2024,Me,oc,Al,0.0,13.0,80.65899999999999,0.0,+1 Lap,70.0,48.0,23.245,No rain,23.88,23,4.12,0.0,1
10611,2024,Sa,pe,,,,,,DNF,,7.0,22.196,No rain,26.03,53,2.06,0.0,1
10563,2020,Po,pe,,,,,,DNF,,1.0,26.177,No rain,10.33,88,1.9,0.0,2
6508,2020,Ei,la,Wi,18.0,14.0,91.377,0.0,Finished,60.0,14.0,24.737,No rain,-2.31,93,3.09,0.0,2
11997,2021,Mo,ga,Al,6.0,6.0,75.412,8.0,Finished,78.0,30.0,24.428,No rain,11.92,73,3.6,0.0,1
1066,2020,Sp,le,Fe,9.0,20.0,83.968,0.0,DNF,38.0,29.0,22.274,No rain,9.61,85,3.09,0.0,1
12193,2023,Au,le,Fe,2.0,2.0,68.82,18.0,Finished,71.0,2.0,16.393,No rain,-2.06,86,1.54,0.0,1
16317,2022,Az,pe,,,,,,DNF,,33.0,22.349,Rain,4.97,75,12.35,0.0,2
16740,2024,Un,la,RB,19.0,9.0,98.091,2.0,Finished,56.0,36.0,23.839,Rain,17.84,85,3.09,0.0,1
15456,2024,Qa,ts,RB,14.0,13.0,86.144,0.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
842,2019,Az,al,To,11.0,11.0,105.754,0.0,+1 Lap,50.0,12.0,20.720,Rain,4.97,75,12.35,0.0,1
2977,2019,Ba,ma,,,,,,DNF,,11.0,24.199,No rain,21.05,72,5.45,0.0,2
4205,2024,Qa,al,Wi,16.0,15.0,85.559,0.0,+1 Lap,56.0,,,No rain,20.97,72,3.43,0.0,0
15193,2022,Sa,oc,Al,5.0,6.0,93.103,8.0,Finished,50.0,16.0,21.141,No rain,26.03,53,2.06,0.0,1
10995,2021,Du,oc,Al,8.0,9.0,74.675,2.0,+1 Lap,71.0,31.0,19.240,No rain,1.59,88,3.6,0.0,1
2091,2023,Au,pi,Mc,13.0,16.0,69.862,0.0,+1 Lap,70.0,2.0,17.324,No rain,-2.06,86,1.54,0.0,1
15153,2019,Hu,kv,To,13.0,15.0,81.932,0.0,+2 Laps,68.0,21.0,23.002,No rain,1.26,70,3.09,0.0,1
503,2020,It,ha,Me,1.0,7.0,82.746,7.0,Finished,53.0,26.0,25:16.864,Rain,5.0,87,0.45,1.0,2
2271,2020,Hu,ve,Fe,5.0,6.0,80.363,8.0,+1 Lap,69.0,3.0,28.286,No rain,1.26,70,3.09,0.0,2
3063,2024,La,al,As,16.0,11.0,96.553,0.0,Finished,50.0,24.0,21.407,No rain,14.64,31,1.54,0.0,2
11334,2019,Ch,le,Fe,4.0,5.0,94.86,10.0,Finished,56.0,22.0,22.921,No rain,2.99,75,4.0,0.0,1
6672,2022,Du,la,Wi,20.0,18.0,76.066,0.0,+1 Lap,71.0,13.0,20.284,No rain,1.59,88,3.6,0.0,2
18114,2024,Sã,be,Ha,15.0,12.0,82.494,0.0,Finished,69.0,27.0,35.755,No rain,21.25,86,4.63,0.0,1
9760,2022,Du,no,Mc,7.0,7.0,74.706,6.0,Finished,72.0,17.0,19.303,No rain,1.59,88,3.6,0.0,1
168,2022,Be,la,Wi,11.0,18.0,112.256,0.0,+1 Lap,43.0,3.0,35.825,Rain,-1.91,100,2.57,0.0,2
5893,2023,Du,st,As,11.0,11.0,75.17099999999999,0.0,Finished,72.0,9.0,20.208,No rain,1.59,88,3.6,0.0,2
11321,2024,Au,oc,Al,10.0,12.0,69.649,0.0,Finished,71.0,19.0,22.291,No rain,-2.06,86,1.54,0.0,1
3059,2022,Br,ve,As,18.0,9.0,92.471,2.0,Finished,52.0,1.0,51:07.301,No rain,4.18,97,2.28,0.0,2
14976,2022,Em,ha,Me,14.0,13.0,81.419,0.0,+1 Lap,62.0,18.0,32.740,Rain,4.34,96,2.91,1.33,1
4936,2024,Au,le,Fe,6.0,11.0,69.584,0.0,Finished,71.0,16.0,21.685,No rain,-2.06,86,1.54,0.0,3
4731,2023,Ba,le,Fe,3.0,19.0,97.17,0.0,DNF,39.0,13.0,24.345,No rain,21.05,72,5.45,0.0,1
8729,2023,Mi,ma,,,,,,DNF,,45.0,22.688,No rain,22.99,64,8.23,0.0,1
14563,2021,Sã,ts,Al,15.0,15.0,74.20400000000001,0.0,+1 Lap,70.0,7.0,17.711,No rain,21.25,86,4.63,0.0,3
4548,2021,Du,ru,Wi,11.0,17.0,75.628,0.0,DNF,69.0,27.0,18.634,No rain,1.59,88,3.6,0.0,2
15857,2021,Az,ma,Ha,18.0,14.0,107.747,0.0,Finished,51.0,44.0,24.780,Rain,4.97,75,12.35,0.0,3
10792,2019,Ba,ra,,,,,,DNF,,33.0,25.621,No rain,21.05,72,5.45,0.0,2
3755,2020,70,gr,Ha,13.0,16.0,90.793,0.0,+1 Lap,51.0,17.0,29.377,No rain,4.18,97,2.28,0.0,1
8246,2022,Ba,ru,Me,9.0,4.0,96.302,12.0,Finished,57.0,15.0,25.888,No rain,21.05,72,5.45,0.0,1
1236,2023,Ba,no,Mc,11.0,17.0,95.822,0.0,+2 Laps,55.0,27.0,33.467,No rain,21.05,72,5.45,0.0,3
2900,2021,Ru,ha,Me,4.0,1.0,97.575,25.0,Finished,53.0,26.0,29.878,No rain,-0.89,51,7.0,0.0,2
14997,2023,Si,ga,Al,12.0,6.0,98.277,8.0,Finished,62.0,20.0,31.802,No rain,26.92,87,1.03,0.0,1
17416,2024,Ja,ts,RB,10.0,10.0,96.342,1.0,+1 Lap,52.0,1.0,26:24.553,No rain,7.84,72,6.85,0.0,2
4279,2020,Sp,ha,Me,1.0,1.0,79.822,25.0,Finished,66.0,23.0,23.377,No rain,9.61,85,3.09,0.0,1
14,2023,Du,sa,Fe,6.0,5.0,74.934,10.0,Finished,72.0,2.0,20.973,No rain,1.59,88,3.6,0.0,2
5848,2023,Du,oc,Al,16.0,10.0,74.57,1.0,Finished,72.0,10.0,19.795,No rain,1.59,88,3.6,0.0,2
682,2022,Me,st,As,20.0,15.0,82.463,0.0,+1 Lap,70.0,17.0,23.509,No rain,23.88,23,4.12,0.0,2
17616,2021,Ab,ts,Al,8.0,4.0,87.496,12.0,Finished,58.0,53.0,21.909,No rain,21.1,68,2.06,0.0,2
14462,2023,Mi,al,As,2.0,3.0,90.519,15.0,Finished,57.0,24.0,22.631,No rain,22.99,64,8.23,0.0,1
2927,2020,Ab,pi,,,,,,DNF,,10.0,26.329,No rain,21.1,68,2.06,0.0,3
15609,2024,Br,pe,,,,,,DNF,,28.0,32.313,No rain,4.18,97,2.28,0.0,2
4469,2023,Mo,pe,,,,,,DNF,,53.0,24.217,No rain,11.92,73,3.6,0.0,3
16425,2020,Ru,al,Re,15.0,10.0,98.377,1.0,Finished,53.0,1.0,30.211,No rain,-0.89,51,7.0,0.0,2
8295,2022,Br,ha,Me,5.0,3.0,90.51,16.0,Finished,52.0,1.0,50:46.888,No rain,4.18,97,2.28,0.0,1
5339,2021,Qa,oc,Al,9.0,5.0,87.061,10.0,Finished,57.0,24.0,25.517,No rain,20.97,72,3.43,0.0,1
4007,2020,Sp,kv,Al,12.0,12.0,82.336,0.0,+1 Lap,65.0,21.0,23.036,No rain,9.61,85,3.09,0.0,2
15353,2020,Au,bo,Me,1.0,1.0,67.657,25.0,Finished,71.0,56.0,16.407,No rain,-2.06,86,1.54,0.0,2
9097,2020,Tu,ra,,,,,,DNF,,8.0,24:10.186,No rain,5.13,81,2.59,0.0,3
5550,2023,Hu,zh,Al,5.0,16.0,83.743,0.0,+1 Lap,69.0,10.0,29.211,No rain,1.26,70,3.09,0.0,2
10425,2019,Hu,ri,Re,20.0,14.0,80.839,0.0,+1 Lap,69.0,46.0,22.498,No rain,1.26,70,3.09,0.0,1
16736,2021,Em,ga,Al,5.0,7.0,78.994,6.0,Finished,63.0,14.0,31.068,Rain,4.34,96,2.91,1.33,2
10723,2024,Sã,zh,Sa,19.0,15.0,83.05799999999999,0.0,Finished,69.0,31.0,21:23.154,No rain,21.25,86,4.63,0.0,3
15411,2022,Mi,oc,Al,20.0,8.0,93.163,4.0,Finished,57.0,41.0,19.019,No rain,22.99,64,8.23,0.0,1
2858,2019,Ja,hu,,,,,,DNF,,19.0,24.132,No rain,7.84,72,6.85,0.0,1
1643,2022,Ja,la,Wi,20.0,9.0,108.371,2.0,Finished,28.0,5.0,24.785,No rain,7.84,72,6.85,0.0,2
3946,2020,Ba,pe,,,,,,DNF,,1.0,19:23.442,No rain,21.05,72,5.45,0.0,2
13430,2024,Ch,ga,Al,15.0,13.0,99.198,0.0,Finished,56.0,11.0,39.712,No rain,2.99,75,4.0,0.0,1
9931,2023,Sp,st,As,5.0,6.0,78.72200000000001,8.0,Finished,66.0,34.0,23.371,No rain,9.61,85,3.09,0.0,2
5,2024,It,st,As,17.0,19.0,82.232,0.0,+1 Lap,52.0,50.0,25.269,Rain,5.0,87,0.45,1.0,3
2656,2019,Ge,hu,,,,,,DNF,,15.0,20.118,No rain,0.22,86,0.0,0.0,2
13432,2024,Au,zh,Sa,19.0,15.0,81.327,0.0,+1 Lap,57.0,6.0,19.032,No rain,17.76,67,0.89,0.0,2
15566,2021,Sa,ra,,,,,,DNF,,13.0,16:48.569,No rain,26.03,53,2.06,0.0,1
1659,2024,It,no,Mc,1.0,3.0,81.432,16.0,Finished,53.0,32.0,24.870,Rain,5.0,87,0.45,1.0,2
15885,2021,Me,gi,Al,11.0,11.0,81.523,0.0,+1 Lap,70.0,16.0,22.205,No rain,23.88,23,4.12,0.0,1
11251,2020,70,ke,,,,,,DNF,,20.0,29.389,No rain,4.18,97,2.28,0.0,2
7917,2022,Sã,le,Fe,5.0,4.0,74.253,12.0,Finished,71.0,44.0,23.124,No rain,21.25,86,4.63,0.0,3
10565,2024,Sp,pe,,,,,,DNF,,13.0,22.181,No rain,9.61,85,3.09,0.0,2
4373,2021,Ab,ma,,,,,,DNF,,36.0,21.871,No rain,21.1,68,2.06,0.0,3
4411,2022,Au,mi,,,,,,DNF,,16.0,22.120,No rain,-2.06,86,1.54,0.0,2
11444,2019,Au,gr,Ha,6.0,18.0,88.462,0.0,DNF,29.0,15.0,29.981,No rain,17.76,67,0.89,0.0,1
7215,2022,Hu,ru,Me,1.0,3.0,82.76599999999999,15.0,Finished,70.0,39.0,21.743,No rain,1.26,70,3.09,0.0,2
15890,2022,Mo,ma,,,,,,DNF,,22.0,26.930,No rain,11.92,73,3.6,0.0,2
13463,2020,Ab,ke,,,,,,DNF,,31.0,22.714,No rain,21.1,68,2.06,0.0,2
10122,2019,Ca,no,Mc,8.0,20.0,78.023,0.0,DNF,8.0,,,No rain,-4.97,57,6.69,0.0,0
487,2019,Ge,kv,To,14.0,3.0,77.708,15.0,Finished,64.0,25.0,21.488,No rain,0.22,86,0.0,0.0,2
3362,2019,Fr,no,Mc,5.0,9.0,94.754,2.0,+1 Lap,52.0,18.0,30.576,No rain,8.64,77,3.73,0.1,1
10779,2019,Me,ma,,,,,,DNF,,5.0,24.493,No rain,23.88,23,4.12,0.0,1
15758,2020,Tu,kv,Al,16.0,12.0,101.019,0.0,+1 Lap,57.0,8.0,23.417,No rain,5.73,65,4.63,0.0,1
119,2024,Ja,no,Mc,3.0,5.0,95.186,10.0,Finished,53.0,1.0,26:20.116,No rain,7.84,72,6.85,0.0,2
17064,2024,Hu,oc,Al,19.0,18.0,81.61,0.0,+1 Lap,69.0,6.0,21.829,No rain,1.26,70,3.09,0.0,2
10591,2022,It,sa,Fe,18.0,4.0,84.446,12.0,Finished,53.0,47.0,24.525,Rain,5.0,87,0.45,1.0,2
10928,2022,Be,ke,,,,,,DNF,,11.0,26.815,Rain,-1.91,100,2.57,0.0,2
12733,2023,Az,ru,Me,11.0,8.0,103.37,5.0,Finished,51.0,11.0,20.459,Rain,4.97,75,12.35,0.0,2
13400,2023,Me,sa,Fe,2.0,4.0,82.539,12.0,Finished,71.0,34.0,20:15.432,No rain,23.88,23,4.12,0.0,2
4325,2023,Me,ma,,,,,,DNF,,19.0,22.427,No rain,23.88,23,4.12,0.0,3
11400,2021,Sã,mi,,,,,,DNF,,7.0,17.861,No rain,21.25,86,4.63,0.0,1
16992,2019,Ch,ri,Re,7.0,7.0,98.632,6.0,+1 Lap,55.0,18.0,23.506,No rain,2.99,75,4.0,0.0,1
7806,2019,Ja,ke,,,,,,DNF,,17.0,24.156,No rain,7.84,72,6.85,0.0,2
8093,2024,Az,be,Ha,10.0,10.0,107.048,1.0,Finished,51.0,14.0,21.276,Rain,4.97,75,12.35,0.0,1
3608,2021,Ba,ve,As,20.0,15.0,95.566,0.0,+1 Lap,55.0,24.0,24.626,No rain,21.05,72,5.45,0.0,1
11972,2019,Sp,bo,Me,1.0,2.0,78.737,18.0,Finished,66.0,26.0,22.034,No rain,9.61,85,3.09,0.0,2
3978,2024,Ba,al,As,6.0,9.0,94.199,2.0,Finished,57.0,15.0,24.786,No rain,21.05,72,5.45,0.0,1
5466,2024,Ca,pi,Mc,4.0,5.0,76.247,10.0,Finished,70.0,44.0,23.476,No rain,-4.97,57,6.69,0.0,2
10876,2023,Ba,ga,Al,20.0,9.0,95.068,2.0,Finished,57.0,9.0,25.885,No rain,21.05,72,5.45,0.0,2
1402,2024,Ch,bo,Sa,10.0,20.0,101.276,0.0,DNF,19.0,9.0,22.949,No rain,2.99,75,4.0,0.0,1
8225,2024,Qa,ru,Me,1.0,4.0,83.355,12.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
