Unnamed: 0,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
12154,2024,Ba,ru,Me,3.0,5.0,95.065,10.0,Finished,57.0,11.0,24.778,No rain,21.05,72,5.45,0.0,2
5279,2020,Po,ri,Re,10.0,9.0,80.906,2.0,+1 Lap,65.0,14.0,26.999,No rain,10.33,88,1.9,0.0,1
15554,2021,Du,pe,,,,,,DNF,,8.0,19.287,No rain,1.59,88,3.6,0.0,2
3614,2021,Qa,st,As,12.0,6.0,87.356,8.0,Finished,57.0,23.0,26.157,No rain,20.97,72,3.43,0.0,1
2108,2023,Sa,al,As,2.0,3.0,92.24,15.0,Finished,50.0,18.0,26.879,No rain,26.03,53,2.06,0.0,1
7773,2024,Em,ha,Me,8.0,6.0,80.331,8.0,Finished,63.0,27.0,29.547,Rain,4.34,96,2.91,1.33,1
11152,2020,70,ha,Me,2.0,2.0,88.451,19.0,Finished,52.0,14.0,28.406,No rain,4.18,97,2.28,0.0,1
6032,2023,La,ga,Al,4.0,11.0,96.913,0.0,Finished,50.0,17.0,22.262,No rain,14.64,31,1.54,0.0,1
5323,2023,Du,sa,Fe,6.0,5.0,74.934,10.0,Finished,72.0,2.0,20.973,No rain,1.59,88,3.6,0.0,2
14844,2023,La,ga,Al,4.0,11.0,96.913,0.0,Finished,50.0,17.0,22.262,No rain,14.64,31,1.54,0.0,1
8974,2024,Ca,hu,,,,,,DNF,,12.0,24.233,No rain,-4.97,57,6.69,0.0,2
16061,2020,70,ke,,,,,,DNF,,9.0,28.934,No rain,4.18,97,2.28,0.0,2
17098,2022,Me,ha,Me,3.0,2.0,82.062,18.0,Finished,71.0,29.0,23.194,No rain,23.88,23,4.12,0.0,1
11384,2020,Tu,pe,,,,,,DNF,,8.0,24:01.547,No rain,5.13,81,2.59,0.0,2
636,2024,Mi,al,Wi,14.0,18.0,90.849,0.0,Finished,57.0,10.0,22.828,No rain,22.99,64,8.23,0.0,2
3219,2021,Fr,ri,Mc,10.0,6.0,98.324,8.0,Finished,53.0,16.0,29.951,No rain,8.64,77,3.73,0.1,1
10643,2020,Ei,oc,Re,7.0,18.0,93.189,0.0,DNF,22.0,,,No rain,-2.31,93,3.09,0.0,0
6282,2021,Me,bo,Me,1.0,15.0,77.774,0.0,+2 Laps,69.0,1.0,22.463,No rain,23.88,23,4.12,0.0,4
15846,2021,Me,pe,,,,,,DNF,,40.0,22.114,No rain,23.88,23,4.12,0.0,1
15757,2023,Qa,al,As,4.0,6.0,86.045,8.0,Finished,57.0,11.0,28.373,No rain,20.97,72,3.43,0.0,2
1193,2020,St,ri,Re,8.0,8.0,67.832,4.0,Finished,71.0,37.0,21.603,No rain,-2.06,86,1.54,0.0,1
45,2019,Br,ga,To,6.0,2.0,72.425,18.0,Finished,71.0,47.0,23.584,No rain,21.25,86,4.63,0.0,2
11982,2019,Ch,st,Ra,16.0,12.0,96.678,0.0,+1 Lap,55.0,20.0,23.466,No rain,2.99,75,4.0,0.0,1
976,2022,Hu,ma,,,,,,DNF,,38.0,21.228,No rain,1.26,70,3.09,0.0,2
10836,2020,Hu,ve,Fe,5.0,6.0,80.363,8.0,+1 Lap,69.0,29.0,21.880,No rain,1.26,70,3.09,0.0,2
6786,2020,Br,al,Re,12.0,8.0,88.689,4.0,Finished,52.0,30.0,33.308,No rain,4.18,97,2.28,0.0,2
16410,2020,Ba,ha,Me,1.0,1.0,92.864,25.0,Finished,57.0,19.0,24.061,No rain,21.05,72,5.45,0.0,2
2963,2020,Tu,st,Ra,6.0,13.0,82.068,0.0,DNF,42.0,7.0,17.625,No rain,5.13,81,2.59,0.0,2
5563,2023,Au,oc,Al,11.0,14.0,81.203,0.0,DNF,56.0,1.0,18.056,No rain,17.76,67,0.89,0.0,2
18031,2020,Be,ha,Me,1.0,1.0,107.758,25.0,Finished,44.0,11.0,23.298,Rain,-1.91,100,2.57,0.0,1
8394,2019,Ca,st,Ra,17.0,9.0,76.043,2.0,+1 Lap,69.0,45.0,23.727,No rain,-4.97,57,6.69,0.0,1
4515,2021,Sp,bo,Me,3.0,3.0,79.43,15.0,Finished,66.0,23.0,22.311,No rain,9.61,85,3.09,0.0,1
13075,2023,Hu,pi,Mc,4.0,5.0,82.736,10.0,Finished,70.0,42.0,22.030,No rain,1.26,70,3.09,0.0,2
1975,2022,Si,ru,Me,0.0,14.0,106.458,0.0,+2 Laps,57.0,35.0,29.713,No rain,26.92,87,1.03,0.0,4
5121,2020,Ru,ga,Al,9.0,9.0,97.231,2.0,Finished,53.0,42.0,29.409,No rain,-0.89,51,7.0,0.0,2
13215,2024,It,hu,,,,,,DNF,,32.0,36.576,Rain,5.0,87,0.45,1.0,2
13561,2022,Au,no,Mc,4.0,5.0,82.248,10.0,Finished,58.0,20.0,17.556,No rain,17.76,67,0.89,0.0,1
16880,2022,Sp,al,Al,20.0,9.0,86.599,2.0,+1 Lap,65.0,10.0,22.375,No rain,9.61,85,3.09,0.0,2
12331,2022,Be,sa,Fe,1.0,3.0,111.977,15.0,Finished,44.0,25.0,22.750,Rain,-1.91,100,2.57,0.0,2
6889,2023,Me,oc,Al,15.0,10.0,82.976,1.0,Finished,71.0,,,No rain,23.88,23,4.12,0.0,0
17835,2024,Ch,pi,Mc,5.0,8.0,99.739,4.0,Finished,56.0,16.0,22.673,No rain,2.99,75,4.0,0.0,1
15784,2021,Ab,ha,Me,2.0,2.0,86.615,18.0,Finished,58.0,14.0,21.595,No rain,21.1,68,2.06,0.0,1
13290,2019,Ge,ma,,,,,,DNF,,25.0,19.640,No rain,0.22,86,0.0,0.0,2
12703,2022,Br,sa,Fe,1.0,1.0,90.813,25.0,Finished,52.0,1.0,50:31.752,No rain,4.18,97,2.28,0.0,2
16434,2023,La,ts,Al,20.0,18.0,97.587,0.0,DNF,46.0,21.0,20.894,No rain,14.64,31,1.54,0.0,2
14021,2021,Em,gi,Al,17.0,14.0,79.47,0.0,+1 Lap,62.0,27.0,32.299,Rain,4.34,96,2.91,1.33,1
14583,2024,Mi,ru,Me,7.0,8.0,91.921,4.0,Finished,57.0,24.0,22.800,No rain,22.99,64,8.23,0.0,1
17373,2019,Un,hu,,,,,,DNF,,27.0,24.245,Rain,17.84,85,3.09,0.0,2
9313,2019,Ch,gi,Al,19.0,15.0,98.048,0.0,+1 Lap,55.0,30.0,25.137,No rain,2.99,75,4.0,0.0,2
432,2021,Br,bo,Me,3.0,3.0,90.524,15.0,Finished,52.0,2.0,34:09.149,No rain,4.18,97,2.28,0.0,2
15372,2021,Sp,oc,Al,5.0,9.0,83.311,2.0,+1 Lap,65.0,23.0,22.798,No rain,9.61,85,3.09,0.0,1
7600,2022,Sp,zh,Al,15.0,19.0,88.41499999999999,0.0,DNF,28.0,10.0,23.109,No rain,9.61,85,3.09,0.0,1
1832,2024,Au,le,Fe,4.0,2.0,79.813,19.0,Finished,58.0,9.0,17.409,No rain,17.76,67,0.89,0.0,2
37,2021,Hu,mi,,,,,,DNF,,3.0,36.813,No rain,1.26,70,3.09,0.0,2
8530,2021,Tu,le,Fe,3.0,4.0,92.737,12.0,Finished,58.0,47.0,23.646,No rain,5.73,65,4.63,0.0,1
6203,2022,Be,ru,Me,5.0,4.0,110.793,12.0,Finished,44.0,29.0,22.977,Rain,-1.91,100,2.57,0.0,2
3988,2022,Me,ve,As,16.0,14.0,83.086,0.0,+1 Lap,70.0,38.0,22.534,No rain,23.88,23,4.12,0.0,1
16900,2023,Sa,pe,,,,,,DNF,,18.0,20.715,No rain,26.03,53,2.06,0.0,1
713,2019,Ab,sa,Mc,8.0,10.0,101.294,1.0,+1 Lap,54.0,41.0,21.466,No rain,21.1,68,2.06,0.0,2
559,2022,Be,ri,Mc,7.0,15.0,113.08,0.0,Finished,44.0,12.0,23.085,Rain,-1.91,100,2.57,0.0,1
12967,2022,Em,ma,,,,,,DNF,,51.0,29.942,Rain,4.34,96,2.91,1.33,2
12894,2024,Hu,al,Wi,13.0,14.0,83.93,0.0,+1 Lap,69.0,6.0,22.091,No rain,1.26,70,3.09,0.0,2
2335,2020,Au,bo,Me,1.0,1.0,67.657,25.0,Finished,71.0,26.0,21.937,No rain,-2.06,86,1.54,0.0,2
11352,2022,Ba,mi,,,,,,DNF,,12.0,25.214,No rain,21.05,72,5.45,0.0,1
11986,2020,Ba,ri,Re,6.0,7.0,92.827,6.0,Finished,57.0,16.0,24.617,No rain,21.05,72,5.45,0.0,2
9272,2023,Qa,ru,Me,2.0,4.0,85.77,12.0,Finished,57.0,1.0,39.686,No rain,20.97,72,3.43,0.0,2
17548,2020,St,ha,Me,1.0,1.0,66.719,25.0,Finished,71.0,27.0,21.729,No rain,-2.06,86,1.54,0.0,1
9286,2021,Be,st,As,19.0,20.0,,0.0,Finished,1.0,,,Rain,-1.91,100,2.57,0.0,0
16910,2022,Me,ve,As,16.0,14.0,83.086,0.0,+1 Lap,70.0,38.0,22.534,No rain,23.88,23,4.12,0.0,1
16637,2023,Mo,al,As,2.0,2.0,76.674,18.0,Finished,78.0,54.0,24.414,No rain,11.92,73,3.6,0.0,2
11675,2024,Ca,ga,Al,15.0,9.0,77.013,2.0,Finished,70.0,40.0,24.408,No rain,-4.97,57,6.69,0.0,2
17104,2022,Em,ma,,,,,,DNF,,51.0,29.942,Rain,4.34,96,2.91,1.33,2
16166,2023,Si,al,As,7.0,15.0,96.456,0.0,Finished,62.0,44.0,52.708,No rain,26.92,87,1.03,0.0,2
1597,2021,Ab,al,Al,11.0,8.0,87.607,4.0,Finished,58.0,36.0,21.304,No rain,21.1,68,2.06,0.0,1
4490,2024,Sp,al,As,10.0,12.0,78.334,0.0,+1 Lap,65.0,19.0,21.957,No rain,9.61,85,3.09,0.0,1
9361,2023,It,bo,Al,14.0,10.0,85.988,1.0,Finished,51.0,25.0,24.658,Rain,5.0,87,0.45,1.0,1
14986,2021,Hu,oc,Al,8.0,1.0,81.42099999999999,25.0,Finished,70.0,2.0,24:10.190,No rain,1.26,70,3.09,0.0,2
16306,2021,Sã,ma,Ha,19.0,17.0,74.95400000000001,0.0,+2 Laps,69.0,7.0,17.995,No rain,21.25,86,4.63,0.0,1
14814,2024,Sa,zh,Sa,20.0,18.0,92.208,0.0,+1 Lap,49.0,41.0,46.381,No rain,26.03,53,2.06,0.0,1
4302,2024,Ba,st,As,12.0,10.0,95.632,1.0,Finished,57.0,9.0,24.418,No rain,21.05,72,5.45,0.0,2
3006,2022,It,sa,Fe,18.0,4.0,84.446,12.0,Finished,53.0,47.0,24.525,Rain,5.0,87,0.45,1.0,2
10429,2020,Ei,al,Re,5.0,17.0,92.33,0.0,DNF,23.0,7.0,23.562,No rain,-2.31,93,3.09,0.0,1
8282,2019,It,sa,Mc,7.0,20.0,85.637,0.0,DNF,27.0,27.0,27.010,Rain,5.0,87,0.45,1.0,1
12892,2019,Ge,hu,,,,,,DNF,,3.0,22.132,No rain,0.22,86,0.0,0.0,2
625,2022,Sa,st,As,13.0,13.0,94.446,0.0,+1 Lap,49.0,13.0,22.339,No rain,26.03,53,2.06,0.0,1
7523,2022,Si,ke,,,,,,DNF,,33.0,32.603,No rain,26.92,87,1.03,0.0,2
5830,2020,Be,kv,Al,11.0,11.0,109.832,0.0,Finished,44.0,11.0,23.769,Rain,-1.91,100,2.57,0.0,1
1741,2024,Br,le,Fe,11.0,14.0,89.748,0.0,+1 Lap,51.0,27.0,29.233,No rain,4.18,97,2.28,0.0,2
15326,2019,It,ra,,,,,,DNF,,26.0,24.568,Rain,5.0,87,0.45,1.0,2
13349,2021,Ru,sa,Fe,2.0,3.0,99.294,15.0,Finished,53.0,48.0,30.677,No rain,-0.89,51,7.0,0.0,2
2829,2020,Ba,sa,Mc,15.0,5.0,93.411,10.0,Finished,57.0,1.0,19:17.291,No rain,21.05,72,5.45,0.0,1
15210,2021,Az,ga,Al,4.0,3.0,105.22,15.0,Finished,51.0,47.0,15.085,Rain,4.97,75,12.35,0.0,2
11932,2022,Be,ma,,,,,,DNF,,15.0,22.882,Rain,-1.91,100,2.57,0.0,1
8842,2024,Qa,al,Wi,16.0,15.0,85.559,0.0,+1 Lap,56.0,,,No rain,20.97,72,3.43,0.0,0
16840,2019,Hu,le,Fe,4.0,4.0,80.493,12.0,Finished,70.0,27.0,21.575,No rain,1.26,70,3.09,0.0,1
16363,2023,Au,zh,Al,17.0,12.0,69.786,0.0,+1 Lap,70.0,8.0,24.374,No rain,-2.06,86,1.54,0.0,2
11146,2023,Au,pi,Mc,16.0,8.0,81.33500000000001,4.0,Finished,58.0,8.0,15:34.541,No rain,17.76,67,0.89,0.0,1
15033,2023,Be,no,Mc,7.0,7.0,111.682,6.0,Finished,44.0,17.0,23.744,Rain,-1.91,100,2.57,0.0,2
8027,2021,It,ma,,,,,,DNF,,23.0,32.456,Rain,5.0,87,0.45,1.0,1
3413,2020,Tu,gi,Al,17.0,17.0,133.809,0.0,DNF,5.0,,,No rain,5.13,81,2.59,0.0,0
17473,2024,Em,al,Wi,14.0,20.0,81.274,0.0,DNF,51.0,8.0,30.050,Rain,4.34,96,2.91,1.33,4
13543,2020,Tu,ga,Al,19.0,13.0,99.586,0.0,+1 Lap,57.0,10.0,23.669,No rain,5.73,65,4.63,0.0,2
14602,2021,Em,ha,Me,1.0,2.0,76.702,19.0,Finished,63.0,31.0,38.198,Rain,4.34,96,2.91,1.33,2
906,2023,Me,ha,Me,6.0,2.0,81.334,19.0,Finished,71.0,34.0,20:12.908,No rain,23.88,23,4.12,0.0,2
14694,2022,Mi,al,Wi,18.0,9.0,93.447,2.0,Finished,57.0,16.0,20.059,No rain,22.99,64,8.23,0.0,1
760,2023,It,ke,,,,,,DNF,,33.0,24.765,Rain,5.0,87,0.45,1.0,2
3118,2023,Sa,st,As,5.0,20.0,95.14,0.0,DNF,16.0,13.0,21.150,No rain,26.03,53,2.06,0.0,1
986,2024,Br,ri,RB,15.0,13.0,90.735,0.0,+1 Lap,51.0,37.0,29.873,No rain,4.18,97,2.28,0.0,2
10662,2022,Un,oc,Al,0.0,11.0,102.394,0.0,Finished,56.0,18.0,24.816,Rain,17.84,85,3.09,0.0,1
10368,2024,It,ke,,,,,,DNF,,14.0,25.672,Rain,5.0,87,0.45,1.0,1
13698,2021,Hu,gi,Al,0.0,13.0,82.736,0.0,+1 Lap,69.0,2.0,24:16.349,No rain,1.26,70,3.09,0.0,2
15893,2023,Mo,oc,Al,3.0,3.0,76.52799999999999,15.0,Finished,78.0,54.0,24.707,No rain,11.92,73,3.6,0.0,2
10929,2020,Ru,ri,Re,5.0,5.0,97.886,10.0,Finished,53.0,15.0,30.112,No rain,-0.89,51,7.0,0.0,1
11659,2021,Tu,ma,Ha,18.0,20.0,95.438,0.0,+2 Laps,56.0,35.0,23.829,No rain,5.73,65,4.63,0.0,1
295,2024,Ca,ha,Me,7.0,4.0,74.856,13.0,Finished,70.0,43.0,24.226,No rain,-4.97,57,6.69,0.0,2
15441,2019,It,ve,Fe,4.0,13.0,82.799,0.0,+1 Lap,52.0,6.0,32.443,Rain,5.0,87,0.45,1.0,3
1785,2024,Ch,ha,Me,18.0,9.0,100.835,2.0,Finished,56.0,9.0,22.518,No rain,2.99,75,4.0,0.0,2
4382,2023,Sp,le,Fe,19.0,11.0,78.357,0.0,Finished,66.0,16.0,21.778,No rain,9.61,85,3.09,0.0,1
13266,2023,Hu,pi,Mc,4.0,5.0,82.736,10.0,Finished,70.0,18.0,21.171,No rain,1.26,70,3.09,0.0,2
5318,2022,Ca,no,Mc,14.0,15.0,77.495,0.0,Finished,70.0,42.0,24.134,No rain,-4.97,57,6.69,0.0,2
5854,2024,Ba,sa,Wi,18.0,20.0,94.735,0.0,+2 Laps,55.0,10.0,35.729,No rain,21.05,72,5.45,0.0,2
12309,2024,Qa,pe,,,,,,DNF,,,,No rain,20.97,72,3.43,0.0,0
10477,2023,Sp,zh,Al,13.0,9.0,78.753,2.0,Finished,66.0,36.0,22.889,No rain,9.61,85,3.09,0.0,2
18045,2023,Ab,ru,Me,4.0,3.0,88.187,15.0,Finished,58.0,34.0,22.084,No rain,21.1,68,2.06,0.0,2
5733,2021,Tu,al,Al,5.0,16.0,93.252,0.0,+1 Lap,57.0,30.0,29.116,No rain,5.73,65,4.63,0.0,1
5769,2019,It,gr,Ha,13.0,16.0,84.985,0.0,+1 Lap,52.0,7.0,26.481,Rain,5.0,87,0.45,1.0,2
15318,2021,Em,mi,,,,,,DNF,,21.0,32.479,Rain,4.34,96,2.91,1.33,2
15381,2022,Sa,sa,Fe,3.0,3.0,91.905,15.0,Finished,50.0,16.0,21.521,No rain,26.03,53,2.06,0.0,1
3574,2020,Sa,bo,Me,1.0,8.0,,4.0,Finished,87.0,49.0,24.552,No rain,21.05,72,5.45,0.0,1
11262,2023,Ba,ts,Al,14.0,11.0,96.637,0.0,Finished,57.0,26.0,24.372,No rain,21.05,72,5.45,0.0,2
7407,2023,Ab,ri,Al,15.0,11.0,88.571,0.0,Finished,58.0,7.0,21.692,No rain,21.1,68,2.06,0.0,2
11478,2019,Br,hu,,,,,,DNF,,27.0,23.344,No rain,21.25,86,4.63,0.0,2
14344,2021,Sa,st,As,18.0,11.0,92.804,0.0,Finished,50.0,13.0,17:00.939,No rain,26.03,53,2.06,0.0,2
7313,2024,Sa,le,Fe,2.0,3.0,91.632,16.0,Finished,50.0,7.0,23.419,No rain,26.03,53,2.06,0.0,1
2648,2021,Az,mi,,,,,,DNF,,34.0,1:09.761,Rain,4.97,75,12.35,0.0,3
2586,2021,Ba,sa,Fe,8.0,8.0,94.509,4.0,Finished,56.0,15.0,24.353,No rain,21.05,72,5.45,0.0,1
6576,2019,Au,ve,Fe,9.0,4.0,67.676,12.0,Finished,71.0,50.0,22.251,No rain,-2.06,86,1.54,0.0,2
3160,2023,Un,ts,Al,11.0,8.0,98.139,5.0,Finished,56.0,34.0,24.125,Rain,17.84,85,3.09,0.0,2
3182,2023,It,hu,,,,,,DNF,,39.0,24.328,Rain,5.0,87,0.45,1.0,2
16219,2019,Be,ke,,,,,,DNF,,25.0,22.584,Rain,-1.91,100,2.57,0.0,1
2377,2019,Ba,al,To,12.0,9.0,96.752,2.0,Finished,57.0,9.0,25.659,No rain,21.05,72,5.45,0.0,2
4803,2019,Ba,bo,Me,4.0,2.0,94.209,18.0,Finished,57.0,12.0,24.865,No rain,21.05,72,5.45,0.0,1
17463,2024,Ja,ma,,,,,,DNF,,1.0,26:15.603,No rain,7.84,72,6.85,0.0,2
5692,2023,La,sa,Wi,6.0,16.0,97.74,0.0,Finished,50.0,15.0,21.367,No rain,14.64,31,1.54,0.0,1
10607,2021,Em,no,Mc,7.0,3.0,78.259,15.0,Finished,63.0,28.0,30.654,Rain,4.34,96,2.91,1.33,1
5392,2022,Me,ha,Me,3.0,2.0,82.062,18.0,Finished,71.0,29.0,23.194,No rain,23.88,23,4.12,0.0,1
17335,2021,St,ma,,,,,,DNF,,29.0,20.936,No rain,-2.06,86,1.54,0.0,1
11227,2023,Sã,zh,Al,20.0,17.0,76.232,0.0,DNF,22.0,1.0,21.256,No rain,21.25,86,4.63,0.0,2
9321,2021,Ba,no,Mc,7.0,4.0,94.396,12.0,Finished,56.0,12.0,24.899,No rain,21.05,72,5.45,0.0,1
15938,2020,Ei,ke,,,,,,DNF,,14.0,23.016,No rain,-2.31,93,3.09,0.0,2
10174,2020,Au,al,Re,4.0,13.0,68.432,0.0,DNF,67.0,56.0,17.035,No rain,-2.06,86,1.54,0.0,3
13198,2022,Au,zh,Al,14.0,11.0,82.541,0.0,Finished,58.0,21.0,18.380,No rain,17.76,67,0.89,0.0,1
5372,2024,Sã,le,Fe,6.0,5.0,81.631,10.0,Finished,69.0,32.0,23:40.260,No rain,21.25,86,4.63,0.0,2
13096,2019,Au,sa,Mc,18.0,20.0,90.899,0.0,DNF,9.0,,,No rain,17.76,67,0.89,0.0,0
1613,2022,Fr,ri,Mc,9.0,9.0,99.133,2.0,Finished,53.0,18.0,36.264,No rain,8.64,77,3.73,0.1,1
5829,2024,La,ru,Me,1.0,1.0,95.717,25.0,Finished,50.0,12.0,21.072,No rain,14.64,31,1.54,0.0,1
16939,2023,Au,de,,,,,,DNF,,2.0,17.033,No rain,-2.06,86,1.54,0.0,2
16865,2022,Br,ma,,,,,,DNF,,12.0,29.395,No rain,4.18,97,2.28,0.0,3
2015,2021,St,ra,,,,,,DNF,,36.0,21.227,No rain,-2.06,86,1.54,0.0,1
13159,2024,Au,oc,Al,15.0,16.0,81.354,0.0,+1 Lap,57.0,16.0,30.626,No rain,17.76,67,0.89,0.0,2
17362,2021,Qa,ru,Wi,15.0,17.0,85.768,0.0,+2 Laps,55.0,49.0,35.006,No rain,20.97,72,3.43,0.0,2
5756,2024,Sp,sa,Fe,6.0,6.0,78.539,8.0,Finished,66.0,15.0,22.194,No rain,9.61,85,3.09,0.0,2
603,2020,Tu,ri,Re,5.0,10.0,100.677,1.0,Finished,58.0,32.0,23.208,No rain,5.73,65,4.63,0.0,2
5329,2023,Ca,oc,Al,6.0,8.0,76.782,4.0,Finished,70.0,36.0,23.698,No rain,-4.97,57,6.69,0.0,2
10902,2021,Me,la,Wi,13.0,17.0,81.54599999999999,0.0,+2 Laps,69.0,11.0,23.681,No rain,23.88,23,4.12,0.0,2
7012,2022,Sã,no,Mc,6.0,18.0,75.855,0.0,DNF,50.0,24.0,29.338,No rain,21.25,86,4.63,0.0,1
243,2021,Az,ve,As,11.0,2.0,104.89,18.0,Finished,51.0,18.0,19.841,Rain,4.97,75,12.35,0.0,2
9981,2023,Hu,ru,Me,18.0,6.0,82.158,8.0,Finished,70.0,28.0,21.886,No rain,1.26,70,3.09,0.0,1
18058,2023,Az,sa,Wi,14.0,16.0,106.501,0.0,Finished,51.0,8.0,21.015,Rain,4.97,75,12.35,0.0,1
8298,2019,Ru,no,Mc,7.0,8.0,98.301,4.0,Finished,53.0,20.0,29.290,No rain,-0.89,51,7.0,0.0,1
6802,2023,Si,sa,Fe,1.0,1.0,97.666,25.0,Finished,62.0,20.0,29.499,No rain,26.92,87,1.03,0.0,1
8878,2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,19.0,29.838,No rain,4.18,97,2.28,0.0,3
17129,2019,Ge,ku,Wi,18.0,10.0,79.062,1.0,Finished,64.0,7.0,23.801,No rain,0.22,86,0.0,0.0,2
17435,2019,Au,gi,Al,7.0,10.0,69.051,1.0,+1 Lap,70.0,24.0,21.672,No rain,-2.06,86,1.54,0.0,1
4830,2024,Au,ts,RB,8.0,7.0,81.134,6.0,Finished,58.0,9.0,18.523,No rain,17.76,67,0.89,0.0,2
10144,2020,Ba,la,Wi,20.0,14.0,94.591,0.0,+1 Lap,56.0,1.0,19:17.995,No rain,21.05,72,5.45,0.0,1
5344,2023,Qa,oc,Al,8.0,7.0,86.45,6.0,Finished,57.0,10.0,28.961,No rain,20.97,72,3.43,0.0,2
5202,2023,Ja,zh,Al,19.0,13.0,97.791,0.0,+1 Lap,52.0,1.0,41.041,No rain,7.84,72,6.85,0.0,2
11201,2019,Br,ve,Fe,6.0,16.0,88.733,0.0,+1 Lap,51.0,20.0,28.021,No rain,4.18,97,2.28,0.0,2
16766,2023,Sa,ma,,,,,,DNF,,18.0,20.824,No rain,26.03,53,2.06,0.0,1
13311,2019,Br,hu,,,,,,DNF,,44.0,23.596,No rain,21.25,86,4.63,0.0,2
10901,2023,Au,de,,,,,,DNF,,2.0,17.033,No rain,-2.06,86,1.54,0.0,2
12780,2024,Ca,ga,Al,15.0,9.0,77.013,2.0,Finished,70.0,40.0,24.408,No rain,-4.97,57,6.69,0.0,2
3960,2019,Au,gi,Al,7.0,10.0,69.051,1.0,+1 Lap,70.0,24.0,21.672,No rain,-2.06,86,1.54,0.0,1
3873,2023,Sa,bo,Al,14.0,18.0,94.384,0.0,+1 Lap,49.0,35.0,21.808,No rain,26.03,53,2.06,0.0,3
179,2023,Du,ts,Al,17.0,15.0,76.253,0.0,Finished,72.0,10.0,18.904,No rain,1.59,88,3.6,0.0,2
15828,2021,Tu,ve,As,10.0,18.0,92.73,0.0,+1 Lap,57.0,37.0,23.514,No rain,5.73,65,4.63,0.0,2
4793,2022,Hu,bo,Al,8.0,20.0,84.002,0.0,DNF,65.0,26.0,22.272,No rain,1.26,70,3.09,0.0,1
7436,2023,Ja,sa,Wi,0.0,17.0,98.848,0.0,DNF,22.0,5.0,43.868,No rain,7.84,72,6.85,0.0,3
5958,2024,It,oc,Al,15.0,14.0,84.343,0.0,+1 Lap,52.0,31.0,24.146,Rain,5.0,87,0.45,1.0,1
15241,2019,Br,ga,To,6.0,2.0,72.425,18.0,Finished,71.0,22.0,22.922,No rain,21.25,86,4.63,0.0,2
10596,2024,Ja,st,As,16.0,12.0,95.798,0.0,+1 Lap,52.0,1.0,26:25.911,No rain,7.84,72,6.85,0.0,2
17479,2021,Mo,ve,As,8.0,5.0,75.316,10.0,Finished,78.0,31.0,24.369,No rain,11.92,73,3.6,0.0,1
13625,2022,Be,la,Wi,11.0,18.0,112.256,0.0,+1 Lap,43.0,3.0,35.825,Rain,-1.91,100,2.57,0.0,2
12061,2022,Si,ga,Al,7.0,10.0,110.569,1.0,Finished,59.0,33.0,29.867,No rain,26.92,87,1.03,0.0,1
8221,2020,Br,ru,Wi,20.0,12.0,90.862,0.0,Finished,52.0,12.0,29.302,No rain,4.18,97,2.28,0.0,1
17523,2023,Sa,ma,,,,,,DNF,,18.0,20.824,No rain,26.03,53,2.06,0.0,1
2801,2020,Em,gr,Ha,16.0,14.0,78.822,0.0,Finished,63.0,50.0,31.199,Rain,4.34,96,2.91,1.33,2
9068,2024,Au,le,Fe,4.0,2.0,79.813,19.0,Finished,58.0,34.0,17.308,No rain,17.76,67,0.89,0.0,2
2922,2021,Fr,ha,Me,2.0,2.0,97.41,18.0,Finished,53.0,19.0,30.263,No rain,8.64,77,3.73,0.1,1
15844,2020,Ab,ha,Me,3.0,3.0,101.42,15.0,Finished,55.0,10.0,22.406,No rain,21.1,68,2.06,0.0,1
7741,2023,Qa,hu,,,,,,DNF,,13.0,39.879,No rain,20.97,72,3.43,0.0,1
16828,2020,St,ra,,,,,,DNF,,44.0,21.459,No rain,-2.06,86,1.54,0.0,1
1245,2021,Au,ga,Al,6.0,9.0,68.146,2.0,Finished,71.0,45.0,20.850,No rain,-2.06,86,1.54,0.0,2
17727,2023,Sã,al,As,4.0,3.0,74.44200000000001,15.0,Finished,71.0,1.0,18.487,No rain,21.25,86,4.63,0.0,2
4537,2022,Sã,zh,Al,13.0,12.0,75.80199999999999,0.0,Finished,71.0,16.0,24.332,No rain,21.25,86,4.63,0.0,2
4053,2024,Em,sa,Wi,19.0,17.0,81.229,0.0,+1 Lap,62.0,31.0,31.085,Rain,4.34,96,2.91,1.33,1
5931,2023,Hu,ha,Me,1.0,4.0,81.601,12.0,Finished,70.0,16.0,21.974,No rain,1.26,70,3.09,0.0,1
3239,2022,Sã,al,Wi,19.0,15.0,75.613,0.0,Finished,71.0,25.0,23.352,No rain,21.25,86,4.63,0.0,2
108,2023,Au,ha,Me,3.0,2.0,80.613,18.0,Finished,58.0,8.0,15:25.181,No rain,17.76,67,0.89,0.0,1
16875,2020,Ba,ru,Wi,14.0,12.0,95.042,0.0,+1 Lap,56.0,1.0,19:23.297,No rain,21.05,72,5.45,0.0,1
10549,2024,La,ga,Al,3.0,20.0,98.314,0.0,DNF,15.0,10.0,22.179,No rain,14.64,31,1.54,0.0,1
15180,2022,Ab,zh,Al,15.0,12.0,89.6,0.0,+1 Lap,57.0,15.0,22.435,No rain,21.1,68,2.06,0.0,1
